username,Active Directory,AWS IAM,Okta,ad_effective_privilege,ad_direct_privilege,ad_inherited_privilege,aws_effective_privilege,aws_direct_privilege,aws_inherited_privilege,okta_effective_privilege,okta_direct_privilege,okta_inherited_privilege
christopher.sanders,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
timothy.gonzalez,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
andrea.abbott,Power User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
angela.ewing,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
heather.woodard,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
erin.hogan,Admin,Admin,Admin,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Okta Admin Console,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",None
james.barton,User,User,User,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
monica.bailey,Admin,Admin,User,GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-HR-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
eric.patrick,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
kristen.rivera,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
omar.ware,Power User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
rhonda.brown,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
katherine.church,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
michele.evans,Admin,Admin,User,GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Sales-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
kayla.barnes,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
katherine.taylor,User,User,User,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,CyberArk,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",None
tracey.wagner,Admin,Admin,User,GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Sales-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
andre.juarez,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
ashley.wilson,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
zachary.cole,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
leah.bell,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
douglas.ryan,Admin,Admin,User,GG-Domain-Admins,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins",GG-Legal-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
paul.jenkins,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
frank.wright,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
paul.neal,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
melissa.horn,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
kenneth.knight,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
timothy.moore,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
timothy.hill,User,User,User,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
brandon.davis,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
greg.martinez,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
jacob.evans,Admin,Admin,User,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
justin.bishop,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
angelica.garcia,Admin,Admin,User,GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-HR-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
danielle.burke,Admin,Admin,User,GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Sales-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
elizabeth.brown,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
dr..valencia,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
alexis.lewis,User,User,User,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
james.davidson,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
mark.davenport,Power User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
logan.brown,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
michelle.jackson,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
austin.joseph,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
david.garcia,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
jack.mora,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
jason.cortez,Admin,Admin,Admin,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Okta Admin Console,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",None
jose.williams,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
aimee.gonzalez,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
kimberly.flynn,Power User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
april.sandoval,Power User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
anna.morse,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
mandy.foster,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
nancy.stewart,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
joshua.oconnell,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
melissa.williams,Admin,Admin,User,GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-HR-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
carrie.crane,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
antonio.norman,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
deanna.hess,User,User,User,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
tom.williams,User,User,Admin,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,Okta Admin Console,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",None
terry.hill,User,User,User,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
karen.miller,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
virginia.casey,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
alyssa.cochran,Admin,Admin,Admin,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Okta Admin Console,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",None
matthew.adams,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
kevin.drake,User,User,User,GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",None,Workday,"SAP S4HANA, Workday, Slack, Concur",None
casey.johnson,Admin,Admin,Admin,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Okta Admin Console,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",None
christopher.lang,User,User,User,GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Workday,"Workday, Slack, ServiceNow, BambooHR",None
jacqueline.mcmahon,User,User,User,GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Slack,"SharePoint, Slack, DocuSign, Relativity",None
toni.banks,User,User,User,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,GitHub Enterprise,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",None
nicholas.phillips,User,User,User,GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Salesforce,"Salesforce, Slack, Zoom, HubSpot",None
evan.lamb,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
patrick.young,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
daniel.steele,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
nicholas.costa,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
ashley.mendoza,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
fernando.lynn,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
kimberly.villanueva,Admin,Admin,User,GG-Domain-Admins,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",None,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Jira,"Jira, Slack",None
jessica.valdez,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
colton.terry,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
kenneth.larsen,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
matthew.greene,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
bradley.anthony,Admin,Admin,User,GG-Domain-Admins,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",None,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Jira,"Jira, Slack",None
martin.hughes,Power User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
jeremiah.baker,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
rhonda.gutierrez,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
